Title (OPTIONAL),English Content,Gujurati Content,Transliteration Content,Gujarati Audio URL,Value,Sanskrit Content,Sanskrit Audio URL,Tier (Satsang Diksha Only)
Shloka 102-103,"Mumukshus should realize that the five entities – jiva, ishwar, māyā, Aksharbrahman and Parabrahman – are forever distinct, eternal, and true. Swaminarayan Bhagwan himself established this clear siddhānt.","જીવ, ઈશ્વર, માયા, અક્ષરબ્રહ્મ તથા પરબ્રહ્મ એ પાંચ તત્ત્વો સદાય ભિન્ન છે, નિત્ય છે, સત્ય છે એમ મુમુક્ષુઓએ જાણવું - એમ સ્વયં સ્વામિનારાયણ ભગવાને સ્પષ્ટ સિદ્ધાંત કર્યો છે.","Jīv, īshwar, māyā, Akṣharbrahma tathā Parabrahma e pānch tattvo sadāy bhinna chhe, nitya chhe, satya chhe em mumukṣhuoe jāṇavu - em swayam Swāminārāyaṇ Bhagwāne spaṣhṭa siddhānt karyo chhe.",https://baps.box.com/shared/static/ewgtbpawvhbzsycj0m4w73cyrt6saukh.mp3,2,"Jīvas-tatheshvarash-chaiva māyā brahmā’kṣharam tathā ।
Parabrahmeti tattvāni bhinnāni pancha sarvadā ॥102॥
Nityān yatha cha satyāni vigneyāni mumukṣhubhihi ।
Svāminārāyaṇenaivam siddhāntitam svayam sfuṭam ॥103॥",https://baps.box.com/shared/static/g0o7x3mc40ffb4man0xf6mtbmuoqgy7f.mp3,shastri
Shloka 104,"Among these entities, Akshar and Purushottam are the two who are eternally beyond māyā. Jivas and ishwars attain moksha by associating with them.",તેમાં અક્ષર અને પુરુષોત્તમ એ બે સદાય માયાથી પર છે અને જીવો તથા ઈશ્વરોની મુક્તિ તેમના યોગથી થાય છે.,Temā Akṣhar ane Puruṣhottam e be sadāy māyāthī par chhe ane jīvo tathā īshwaronī mukti temanā yogthī thāy chhe.,https://baps.box.com/shared/static/exrxjuei53purroc7v91tnwwsza1095m.mp3,1,"Teṣhu māyā-parau nityam Akṣhara-Puruṣhottamau ।
Jīvānām-īshvarāṇām cha muktis-tad-yogato bhavet ॥104॥",https://baps.box.com/shared/static/io0hcub7b8jump2ltiz0ax74vkmbas5p.mp3,shastri
Shloka 105,"Paramatma Parabrahman is forever superior to Aksharbrahman. Furthermore, even Aksharbrahman eternally serves Paramatma with dāsbhāv.",પરમાત્મા પરબ્રહ્મ સદા અક્ષરબ્રહ્મથી પર છે અને અક્ષરબ્રહ્મ પણ તે પરમાત્માની નિત્ય દાસભાવે સેવા કરે છે.,Paramātmā Parabrahma sadā Akṣharbrahmathī par chhe ane Akṣharbrahma paṇ te Paramātmānī nitya dāsbhāve sevā kare chhe.,https://baps.box.com/shared/static/4d6bwwr77a73epg3vvkxssq1dn3j7tlw.mp3,1,"Paramātmā Parabrahma param Brahmā’kṣharāt sadā ।
Brahmā’pi sevate tam cha dāsa-bhāvena sarvadā ॥105॥",https://baps.box.com/shared/static/2q146lr1lv9csx2v6618p1fsfm96wtbg.mp3,shastri
Shloka 106,"Bhagwan is eternally the all-doer, with form and supreme; he always remains manifest for the moksha of mumukshus.","ભગવાન સદાય સર્વકર્તા, સાકાર, સર્વોપરી છે અને મુમુક્ષુઓની મુક્તિ માટે હંમેશાં પ્રગટ રહે છે.","Bhagwān sadāy sarva-kartā, sākār, sarvoparī chhe ane mumukṣhuonī mukti māṭe hammeshā pragaṭ rahe chhe.",https://baps.box.com/shared/static/upzp0sbeim4a09d5ourivjljtj5uoqoy.mp3,1,"Sarva-kartā cha sākārah sarvopari sadā Harihi ।
Mumukṣhūṇām vimokṣhāya prakaṭo vartate sadā ॥106॥",https://baps.box.com/shared/static/4ehvprs1tmg9mei4zbdic83auubrnw9k.mp3,shastri
Shloka 107,"Through the Aksharbrahman guru, Bhagwan always remains present with all of his divinity and bestows utmost bliss.","અક્ષરબ્રહ્મસ્વરૂપ ગુરુ દ્વારા ભગવાન પોતાનાં સકળ ઐશ્વર્યો સહિત, પરમાનંદ અર્પતાં થકાં સદાય પ્રગટ રહે છે.","Akṣharbrahma-swarūp guru dvārā Bhagwān potānā sakaḷ aishvaryo sahit, paramānand arpatā thakā sadāy pragaṭ rahe chhe.",https://baps.box.com/shared/static/woh4fn3jasrmbv9zkf8jic2n7r1pykcb.mp3,1,"Brahmā’kṣhara-guru-dvārā Bhagavān prakaṭah sadā ।
Sahitah sakalaishvaryaih paramā’nandam arpayan ॥107॥",https://baps.box.com/shared/static/0jgwx40u4qykty5wyvjzap8eexkhjgk3.mp3,shastri
Shloka 108,"One should foster intense love and ātmabuddhi for the Aksharbrahman guru. Believing the guru as the manifest form of Bhagwan, one should serve him and meditate on him with devotion. ",અક્ષરબ્રહ્મ ગુરુને વિષે દૃઢ પ્રીતિ અને આત્મબુદ્ધિ કરવી. તેમને વિષે પ્રત્યક્ષ ભગવાનનો ભાવ લાવીને ભક્તિએ કરીને તેમની સેવા તથા ધ્યાન કરવાં.,Akṣharbrahma gurune viṣhe dṛuḍh prīti ane ātmabuddhi karavī. Temane viṣhe pratyakṣh Bhagwānno bhāv lāvīne bhaktie karīne temanī sevā tathā dhyān karavā.,https://baps.box.com/shared/static/2rputa2pw5xc98uicfc0g95l40g7t1a4.mp3,1,"Prītih kāryā’tma-buddhish-cha Brahmā’kṣhare gurau dṛaḍhā ।
Pratyakṣha-Bhagavad-bhāvāt sevyo dhyeyah sa bhaktitaha ॥108॥",https://baps.box.com/shared/static/x0y1u7q5tuq7qpfxqkc83p5wc09ia7f4.mp3,shastri
Shloka 109-110,"The ‘Swaminarayan’ mantra is divine, beyond this world and auspicious. Shri Hari himself bestowed this mantra. All devotees should chant it. In this mantra, understand that ‘Swami’ refers to Aksharbrahman, and ‘Narayan’ refers to Purushottam, who is superior to Aksharbrahman.","સ્વામિનારાયણ મંત્ર દિવ્ય, અલૌકિક અને શુભ મંત્ર છે. સ્વયં શ્રીહરિએ આ મંત્ર આપ્યો છે. સર્વ ભક્તોએ તેનો જપ કરવો. આ મંત્રમાં ‘સ્વામિ’ શબ્દથી અક્ષરબ્રહ્મને સમજવા અને ‘નારાયણ’ શબ્દથી તે અક્ષરબ્રહ્મથી પર એવા પુરુષોત્તમને સમજવા.","Swāminārāyaṇ mantra divya, alaukik ane shubh mantra chhe. Swayam Shrīharie ā mantra āpyo chhe. Sarva bhaktoe teno jap karavo. Ā mantramā ‘Swāmi’ shabdathī Akṣharbrahmane samajavā ane ‘Nārāyaṇ’ shabdathī te Akṣharbrahmathī par evā Puruṣhottamne samajavā.",https://baps.box.com/shared/static/ms1ie4z1lkn2h5y5e6trt0c8tbcusad0.mp3,2,"Swāminārāyaṇo mantro divyash-chā’laukikah shubhaha ।
Japyo’yam sakalair bhaktair datto’yam Hariṇā swayam ॥109॥
Akṣhara Brahma vigneyam mantre Swāmīti shabdataha ।
Nārāyaṇeti shabdena tat-parah Puruṣhottamaha ॥110॥",https://baps.box.com/shared/static/qxlmrwbkproik9ohfbascil6lkx5y0qd.mp3,shastri
Shloka 111-114,Ā Bhagwan Swaminarayan revealed this siddhānt in this world. The Gunatit gurus spread it throughout the world. Shastriji Maharaj enshrined it in the form of murtis. It was reaffirmed in the jivancharitra texts of the gurus. This siddhānt was securely established by guruhari Pramukh Swami Maharaj in his own handwriting. This siddhānt may be imbibed in one’s life through the association of the manifest guruhari. It is this eternal and moksha-bestowing siddhānt that is known as the divine ‘Akshar- Purushottam Darshan’.,આ સિદ્ધાંત ભગવાન સ્વામિનારાયણે આ લોકમાં પ્રબોધ્યો. ગુણાતીત ગુરુઓએ તેનું દિગંતમાં પ્રવર્તન કર્યું. શાસ્ત્રીજી મહારાજે તેને મૂર્તિમાન કર્યો. ગુરુઓના જીવનચરિત્ર-ગ્રંથોમાં તેની પુનઃ દૃઢતા કરાવવામાં આવી. આ સિદ્ધાંતને ગુરુહરિ પ્રમુખસ્વામી મહારાજે પોતાના હસ્તાક્ષરથી લખી સ્થિર કર્યો. સાક્ષાત્ ગુરુહરિના પ્રસંગથી આ સિદ્ધાંત જીવનમાં પ્રાપ્ત કરી શકાય છે. તે આ સનાતન મુક્તિપ્રદ સિદ્ધાંતને જ દિવ્ય ‘અક્ષરપુરુષોત્તમ દર્શન’ કહેવામાં આવે છે.,Ā siddhānt Bhagwān Swāminārāyaṇe ā lokmā prabodhyo. Guṇātīt guruoe tenu digantmā pravartan karyu. Shāstrījī Mahārāje tene mūrtimān karyo. Guruonā jīvan-charitra-granthomā tenī punah dṛuḍhatā karāvavāmā āvī. Ā siddhāntne guruhari Pramukh Swāmī Mahārāje potānā hastākṣharthī lakhī sthir karyo. Sākṣhāt guruharinā prasangthī ā siddhānt jīvanmā prāpt karī shakāy chhe. Te ā satya sanātan muktiprad siddhāntne ja divya ‘Akṣhar-Puruṣhottam Darshan’ kahevāmā āve chhe.,https://baps.box.com/shared/static/gymfb84yxi2cz5v3f6ob5d95i6r1aw6t.mp3,4,"Swāminārāyaṇeneha siddhānto’yam prabodhitaha ।
Gurubhish-cha Guṇātītair digante’yam pravartitaha ॥111॥
Yagnapuruṣhadāsena sthāpito mūrti-mattayā ।
Guru-charitra-grantheṣhu punar ayam dṛaḍhāyitaha ॥112॥
Pramukha-guruṇā yo’yam svīyā’kṣharaih sthirī-kṛutaha ।
Sākṣhād guroh prasangena labhyate’yam hi jīvane ॥113॥
Ayam eva sa siddhānto mukti-pradah sanātanaha ।
Uchyate darshanam divyam Akṣhara-Puruṣhottamam ॥114॥",https://baps.box.com/shared/static/xljewafe69gumykw03ixrxzpp38u4mud.mp3,shastri
Shloka 115,"While reflecting on such a supremely divine siddhānt, one should engage in satsang with conviction, joy and enthusiasm.",આવા પરમ દિવ્ય સિદ્ધાંતનું ચિંતવન કરતાં કરતાં નિષ્ઠાથી અને આનંદ-ઉત્સાહપૂર્વક સત્સંગ કરવો. ,Āvā param divya siddhāntnu chintavan karatā karatā niṣhṭhāthī ane ānand-utsāh-pūrvak satsang karavo.,https://baps.box.com/shared/static/87fjruvgzy9i31r03phnum0mu1qvwzaj.mp3,1,"Siddhāntam paramam divyam etādṛusham vichintayan ।
Satsangam niṣhṭhayā kuryād ānandotsāha-pūrvakam ॥115॥",https://baps.box.com/shared/static/9lhwgzqjkhwjt51xijgpxo9ojrbxy8sm.mp3,shastri
Shloka 116,"Identify one’s ātmā, which is distinct from the three bodies, as brahmarup and always offer upāsanā to Parabrahman.",ત્રણ દેહથી વિલક્ષણ એવા પોતાના આત્માને વિષે બ્રહ્મરૂપની વિભાવના કરી સદૈવ પરબ્રહ્મની ઉપાસના કરવી.,Traṇ dehthī vilakṣhaṇ evā potānā ātmāne viṣhe brahmarūpnī vibhāvanā karī sadaiv Parabrahmanī upāsanā karavī.,https://baps.box.com/shared/static/cyr6uu5ye9lp4va9yf7616ts25rfknd3.mp3,1,"Nijā’tmānam brahmarūpam deha-traya-vilakṣhaṇam ।
Vibhāvyopāsanam kāryam sadaiva Parabrahmaṇaha ॥116॥",https://baps.box.com/shared/static/4pmae6k8cu7qrx3vblfgla4futil279x.mp3,shastri
Shloka 117,"One should offer devotion to Paramatma, the sovereign of Akshar, while always upholding dharma. One should never perform bhakti without dharma.",અક્ષરાધિપતિ પરમાત્માની ભક્તિ સદા ધર્મે સહિત કરવી. ક્યારેય ધર્મે રહિત ભક્તિ ન કરવી.,Akṣharādhipati Paramātmānī bhakti sadā dharme sahit karavī. Kyārey dharme rahit bhakti na karavī.,https://baps.box.com/shared/static/acejdyvq1sn3yc0u7yito9oaec6p8wfp.mp3,1,"Akṣharādhipater bhaktim sa-dharmām ācharet sadā ।
Dharmeṇa rahitām naiva bhaktim kuryāt kadāchana ॥117॥",https://baps.box.com/shared/static/92gw8ac2ost6fotpphqk1bsv5hqjdll9.mp3,shastri
Shloka 118,"One should not behave immorally even under the pretext of devotion, wisdom or festivals.",ભક્તિનું કે જ્ઞાનનું આલંબન લઈને કે કોઈ પર્વનું આલંબન લઈને પણ મનુષ્યએ અધર્મનું આચરણ ન કરવું.,Bhaktinu ke gnānnu ālamban laīne ke koī parvanu ālamban laīne paṇ manuṣhyae adharmanu ācharaṇ na karavu.,https://baps.box.com/shared/static/xkpry580pt8kfyfloi9iyunr139r8wqu.mp3,1,"Bhaktim vā gnānam ālambya naivā’dharmam charej-janaha ।
Api parva-visheṣham vā’ lambya nā’dharmam ācharet ॥118॥",https://baps.box.com/shared/static/tvegdk3g5xibuzxmlmeccyihes6mmk30.mp3,shastri
Shloka 119,"Even during festivities, one should abstain from bhang, alcohol and other such substances, as well as gambling, swearing and other such activities.","પર્વને વિષે પણ ભાંગ, દારૂ વગેરેનું પાન કરવું, જુગાર વગેરે રમવું, ગાળો બોલવી ઇત્યાદિ ન કરવું.","Parvane viṣhe paṇ bhāng, dārū vagerenu pān karavu, jugār vagere ramavu, gāḷo bolavī ityādi na karavu.",https://baps.box.com/shared/static/4hxrfqylr33c0q87xigrujbuo5tgqo44.mp3,1,"Bhangā-surādi-pānam vā dyūtādi-krīḍanam tathā ।
Gāli-dānādikam naiva parvasvapi samācharet ॥119॥",https://baps.box.com/shared/static/zaxg3ehd38vqsl9l41rxth2sgmop9lt7.mp3,shastri
Shloka 120,Vairāgya is to not have love for anything or anyone other than Parabrahman and Aksharbrahman. It serves to support bhakti.,પરબ્રહ્મ તથા અક્ષરબ્રહ્મ સિવાય અન્યત્ર પ્રીતિ ન હોવી તે વૈરાગ્ય છે. તે ભક્તિનું સહાયક અંગ છે.,Parabrahma tathā Akṣharbrahma sivāya anyatra prīti na hovī te vairāgya chhe. Te bhaktinu sahāyak ang chhe.,https://baps.box.com/shared/static/45ei5um90hkwduiqdo7bvfc4bs5brwtp.mp3,1,"Parasmād Brahmaṇo’nyasmin-nakṣharād Brahmaṇas-tathā ।
Prītyabhāvo hi vairāgyam angam bhakteh sahāyakam ॥120॥",https://baps.box.com/shared/static/lwyx63k6tjjk2guy5eunefuomxcobpyq.mp3,shastri
Shloka 121,"When faced with criticism, shame, fear or difficulty, one should never abandon satsang, Swaminarayan Bhagwan, devotion towards him, or the guru.","નિંદા, લજ્જા, ભય કે મુશ્કેલીઓને લીધે ક્યારેય સત્સંગ, સ્વામિનારાયણ ભગવાન, તેમની ભક્તિ અને ગુરુનો ત્યાગ ન કરવો.","Nindā, lajjā, bhay ke mushkelīone līdhe kyārey satsang, Swāminārāyaṇ Bhagwān, temanī bhakti ane guruno tyāg na karavo.",https://baps.box.com/shared/static/8tnzl8zwe84tgrgxladdofi2onqrljcm.mp3,1,"Nindā-lajjā-bhayā’padbhyah satsangam na pari-tyajet ।
Swāminārāyaṇam Devam tad-bhaktim karhichid gurum ॥121॥",https://baps.box.com/shared/static/m9sar6p0ky14f79tkdrkaimyk43a4dvn.mp3,shastri
Shloka 122,"One should serve Bhagwan and his devotees with pure intentions, believing it to be one’s great fortune and with the goal of attaining one’s moksha.","ભગવાન અને ભક્તોની સેવા શુદ્ધભાવે, મારાં મોટાં ભાગ્ય છે એમ માનીને પોતાના મોક્ષ માટે કરવી.","Bhagwān ane bhaktonī sevā shuddhabhāve, mārā moṭā bhāgya chhe em mānīne potānā mokṣha māṭe karavī.",https://baps.box.com/shared/static/fn14ut9afdtwrucat720449bgpy2mrcm.mp3,1,"Sevā Haresh-cha bhaktānām kartavyā shuddha-bhāvataha ।
Mahad-bhāgyam mamāstīti matvā sva-mokṣha-hetunā ॥122॥",https://baps.box.com/shared/static/5ch2lxut36m3g8flqywfyofof5842ogv.mp3,shastri
